num,Participante,Lugar_admin,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas
2965,299,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,5,1,1
2966,299,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,6,1,1
2967,299,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,7,1,0
2968,299,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,8,0,1
2969,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,F,39,V,C,VC,1,1,1
2970,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,2,1,1
2971,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,3,0,1
2972,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,4,0,1
2973,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,C,VC,5,1,1
2974,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,6,0,0
2975,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,7,0,1
2976,300,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,8,0,1
2977,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,1,1,1
2978,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,2,1,1
2979,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,3,0,1
2980,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,4,0,1
2981,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,5,1,1
2982,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,6,1,1
2983,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,7,1,0
2984,300,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,8,0,1
2985,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,F,39,V,C,VC,1,1,1
2986,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,2,0,0
2987,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,3,1,0
2988,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,4,1,0
2989,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,C,VC,5,0,0
2990,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,6,1,1
2991,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,7,0,1
2992,301,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,8,0,1
2993,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,1,1,1
2994,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,2,1,1
2995,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,3,1,0
2996,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,4,0,1
2997,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,5,1,1
2998,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,6,1,1
2999,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,7,1,0
3000,301,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,8,0,1
3001,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre,29,M,39,V,C,VC,1,1,1
3002,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,2,1,1
3003,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,3,0,1
3004,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,4,0,1
3005,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,C,VC,5,1,1
3006,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,6,1,1
3007,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,7,0,1
3008,302,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,8,0,1
3009,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,1,1,1
3010,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,2,0,0
3011,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,3,0,1
3012,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,4,0,1
3013,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,5,1,1
3014,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,6,1,1
3015,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,7,1,0
3016,302,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,8,1,0
3017,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre,21,F,39,V,C,VC,1,1,1
3018,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,2,1,1
3019,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,3,1,0
3020,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,4,0,1
3021,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,C,VC,5,1,1
3022,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,V,I,VI,6,1,1
3023,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,C,IC,7,1,0
3024,303,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,39,I,I,II,8,1,0
3025,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,1,0,0
3026,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,2,1,1
3027,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,3,0,1
3028,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,4,0,1
3029,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,C,VC,5,1,1
3030,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,V,I,VI,6,1,1
3031,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,C,IC,7,1,0
3032,303,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,39,I,I,II,8,1,0
3033,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,V,C,VC,1,1,1
3034,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,V,I,VI,2,1,1
3035,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,I,C,IC,3,0,1
3036,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,I,I,II,4,0,1
3037,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,V,C,VC,5,1,1
3038,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,V,I,VI,6,1,1
3039,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,I,C,IC,7,1,0
3040,303,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,39,I,I,II,8,0,1
3041,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre,22,M,40,V,C,VC,1,1,1
3042,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,2,1,1
3043,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,3,0,1
3044,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,4,1,0
3045,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,C,VC,5,1,1
3046,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,6,1,1
3047,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,7,0,1
3048,304,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,8,0,1
3049,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,1,1,1
3050,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,2,1,1
3051,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,3,0,1
3052,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,4,0,1
3053,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,5,1,1
3054,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,6,0,0
3055,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,7,1,0
3056,304,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,8,0,1
3057,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,F,40,V,C,VC,1,0,0
3058,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,2,0,0
3059,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,3,1,0
3060,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,4,0,1
3061,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,C,VC,5,1,1
3062,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,6,1,1
3063,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,7,1,0
3064,305,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,8,0,1
3065,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,1,0,0
3066,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,2,1,1
3067,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,3,0,1
3068,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,4,0,1
3069,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,5,1,1
3070,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,6,0,0
3071,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,7,1,0
3072,305,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,8,0,1
3073,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,F,40,V,C,VC,1,1,1
3074,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,2,1,1
3075,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,3,0,1
3076,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,4,0,1
3077,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,C,VC,5,1,1
3078,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,6,0,0
3079,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,7,1,0
3080,306,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,8,0,1
3081,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,1,1,1
3082,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,2,1,1
3083,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,3,0,1
3084,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,4,0,1
3085,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,5,1,1
3086,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,6,0,0
3087,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,7,1,0
3088,306,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,8,0,1
3089,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,F,40,V,C,VC,1,1,1
3090,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,2,1,1
3091,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,3,0,1
3092,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,4,0,1
3093,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,C,VC,5,1,1
3094,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,6,0,0
3095,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,7,0,1
3096,307,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,8,0,1
3097,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,1,1,1
3098,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,2,1,1
3099,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,3,0,1
3100,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,4,0,1
3101,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,5,1,1
3102,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,6,0,0
3103,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,7,1,0
3104,307,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,8,0,1
3105,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,F,40,V,C,VC,1,1,1
3106,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,2,1,1
3107,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,3,1,0
3108,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,4,1,0
3109,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,C,VC,5,0,0
3110,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,V,I,VI,6,0,0
3111,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,C,IC,7,0,1
3112,308,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,40,I,I,II,8,0,1
3113,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,1,0,0
3114,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,2,1,1
3115,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,3,1,0
3116,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,4,0,1
3117,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,C,VC,5,0,0
3118,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,V,I,VI,6,0,0
3119,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,C,IC,7,1,0
3120,308,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,40,I,I,II,8,0,1
3121,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,V,C,VC,1,1,1
3122,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,V,I,VI,2,1,1
3123,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,I,C,IC,3,0,1
3124,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,I,I,II,4,0,1
3125,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,V,C,VC,5,1,1
3126,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,V,I,VI,6,0,0
3127,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,I,C,IC,7,1,0
3128,308,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,40,I,I,II,8,0,1
3129,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre,18,M,41,V,C,VC,1,1,1
3130,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,2,1,1
3131,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,3,1,0
3132,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,4,0,1
3133,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,C,VC,5,1,1
3134,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,6,1,1
3135,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,7,0,1
3136,309,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,8,0,1
3137,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,1,1,1
3138,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,2,1,1
3139,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,3,0,1
3140,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,4,0,1
3141,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,5,1,1
3142,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,6,1,1
3143,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,7,0,1
3144,309,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,8,0,1
3145,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,F,41,V,C,VC,1,0,0
3146,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,2,1,1
3147,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,3,0,1
3148,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,4,0,1
3149,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,C,VC,5,1,1
3150,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,6,1,1
3151,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,7,1,0
3152,310,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,8,0,1
3153,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,1,0,0
3154,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,2,1,1
3155,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,3,0,1
3156,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,4,0,1
3157,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,5,1,1
3158,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,6,1,1
3159,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,7,1,0
3160,310,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,8,0,1
3161,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,M,41,V,C,VC,1,1,1
3162,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,2,0,0
3163,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,3,0,1
3164,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,4,0,1
3165,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,C,VC,5,1,1
3166,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,6,0,0
3167,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,7,0,1
3168,311,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,8,0,1
3169,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,1,1,1
3170,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,2,1,1
3171,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,3,0,1
3172,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,4,0,1
3173,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,5,1,1
3174,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,6,1,1
3175,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,7,0,1
3176,311,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,8,0,1
3177,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,O,41,V,C,VC,1,1,1
3178,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,2,1,1
3179,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,3,0,1
3180,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,4,0,1
3181,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,C,VC,5,1,1
3182,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,6,0,0
3183,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,7,1,0
3184,312,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,8,0,1
3185,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,1,1,1
3186,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,2,1,1
3187,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,3,0,1
3188,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,4,0,1
3189,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,5,1,1
3190,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,6,0,0
3191,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,7,1,0
3192,312,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,8,0,1
3193,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,F,41,V,C,VC,1,1,1
3194,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,2,1,1
3195,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,3,0,1
3196,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,4,1,0
3197,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,C,VC,5,1,1
3198,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,V,I,VI,6,1,1
3199,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,C,IC,7,1,0
3200,313,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,41,I,I,II,8,0,1
3201,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,1,1,1
3202,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,2,1,1
3203,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,3,0,1
3204,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,4,1,0
3205,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,C,VC,5,1,1
3206,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,V,I,VI,6,1,1
3207,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,C,IC,7,1,0
3208,313,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,41,I,I,II,8,0,1
3209,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,V,C,VC,1,1,1
3210,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,V,I,VI,2,1,1
3211,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,I,C,IC,3,0,1
3212,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,I,I,II,4,0,1
3213,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,V,C,VC,5,1,1
3214,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,V,I,VI,6,1,1
3215,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,I,C,IC,7,1,0
3216,313,Metodología de la investigación I UCC 1°,Resolución Grupal, , ,41,I,I,II,8,0,1
3217,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre,22,M,42,V,C,VC,1,1,1
3218,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,I,VI,2,0,0
3219,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,C,IC,3,0,1
3220,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,I,II,4,0,1
3221,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,C,VC,5,1,1
3222,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,I,VI,6,1,1
3223,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,C,IC,7,0,1
3224,314,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,I,II,8,1,0
3225,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,V,C,VC,1,1,1
3226,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,V,I,VI,2,1,1
3227,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,I,C,IC,3,1,0
3228,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,I,I,II,4,1,0
3229,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,V,C,VC,5,1,1
3230,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,V,I,VI,6,1,1
3231,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,I,C,IC,7,1,0
3232,314,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,I,I,II,8,1,0
3233,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre,19,M,42,V,C,VC,1,1,1
3234,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,I,VI,2,0,0
3235,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,C,IC,3,1,0
3236,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,I,II,4,0,1
3237,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,C,VC,5,1,1
3238,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,V,I,VI,6,0,0
3239,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,C,IC,7,1,0
3240,315,Metodología de la investigación I UCC 1°,Resolución Individual Pre, , ,42,I,I,II,8,0,1
3241,315,Metodología de la investigación I UCC 1°,Resolución Individual Post, , ,42,V,C,VC,1,0,0
